id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.url,attachments.0.width,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.bot,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.discriminator,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.icon_url,embeds.0.author.name,embeds.0.author.proxy_icon_url,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.footer.icon_url,embeds.0.footer.proxy_icon_url,embeds.0.footer.text,embeds.0.image.flags,embeds.0.image.height,embeds.0.image.proxy_url,embeds.0.image.url,embeds.0.image.width,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.title,embeds.0.type,embeds.0.url,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.avatar_decoration_data.asset,mentions.0.avatar_decoration_data.expires_at,mentions.0.avatar_decoration_data.sku_id,mentions.0.bot,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.discriminator,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,referenced_message,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1332215084046487613,,,,,,,,,,,,,,,,65c77d775243c02c050157d41f1da92c,,,,,,,,,,,0,QBert,792692597868068874,,,,,,0,qbert._.,,1013855610871226480,,i am,2025-01-24T05:07:07.396Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,09501fe3b7b6076cf6bacbddfde7a12d,,,,,,,,,,,0,neverstopclicking,843025672665694208,,,,,,0,pwrth,,1013855610871226480,991099143705600000,1332214944476696576,0,,false,0,,,,,,,,2025-01-24T05:07:07.396000+00:00,false,19,qbert._.,
1332214949988143186,,,,,,,,,,,,,,,,11f8140955e2f916b31186cec19d183e,,,,,true,,,,,,5864,,1261022032183689216,,,,,,0,Pastel Rep Bot,,1013855610871226480,,,2025-01-24T05:06:35.434Z,,,,,,,11922135,1,,https://cdn.discordapp.com/avatars/843025672665694208/09501fe3b7b6076cf6bacbddfde7a12d.png,https://images-ext-1.discordapp.net/external/DuD5ZD__yLBY6A3esuwZkdgKN0rGPe2zAGarlfGiHC0/https/cdn.discordapp.com/avatars/843025672665694208/09501fe3b7b6076cf6bacbddfde7a12d.png,neverstopclicking (0 no rating)  •  🟩 0 / 🟥 0  •  0 total,,,,,,,,,,,,,,rich,,0,,,false,,7d3382c43131d66ea4df0bf3ef7d2baf,,,,,true,,,,,,9725,,1081815963990761542,,,,,,65536,Rick,,1013855610871226480,991099143705600000,1332214949237362698,0,,false,0,,,,,,,,2025-01-24T05:06:35.434000+00:00,false,19,Pastel Rep Bot,
1332214949237362698,,,,,,,,,,,,,,,,7d3382c43131d66ea4df0bf3ef7d2baf,,,,,true,,,,,,9725,,1081815963990761542,,,,,,65536,Rick,,1013855610871226480,,💊 **[nuit](https://pump.fun/2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump) [10M/6.4K%] - nuit/SOL** [⬆︎](https://discord.com/channels/991099143705600000/1013855610871226480/1332058324333756447),2025-01-24T05:06:35.255Z,,,,,,,11597382,1,"<:sol:941653282420576296> Solana @ Raydium
💰 USD: `$0.0099775`
💎 FDV: `$10M`  ➡︎ ATH: `$17.3M` `[4h]` 
💦 Liq: `$530K` `[x37.6]` 
📊 Vol: `$46M`  🕰️ Age: `10h`
📈 1H: `16.9%` ⋅ `$796K` 🅑 `626` Ⓢ `627`
👥 TH: [10.0](https://solscan.io/account/EWkHoyi7fnYuTMUbMeRmPSvxToqAFnQp5ZWabFfQxgrD)⋅[7.9](https://solscan.io/account/4t35wgpftt7SF9C2Y9hRQtM6bsaK24LtxL9joXZyEAMG)⋅[5.0](https://solscan.io/account/AhPq1cheqvbqCU92nYmbRUrAqEjqJadRC9EpmRisVWfp)⋅[2.2](https://solscan.io/account/2itf6FWdZUqUb3fKUFPGnaTgqjjvWZwzrz129LCaqFa2)⋅[1.9](https://solscan.io/account/GQdq7BbdGZqDYzGyQzCf8aJRs6Q5Zp8WokNTGSkrjMKb) `[34%]`
🖨️ Mint: ✅ ⋅ LP: 🔥
🧰 More: [𝕏](https://x.com/nottecore) ⋅ [Web](https://www.notte.cc/) ⋅ [Lens](https://lens.google.com/uploadbyurl?url=https://dd.dexscreener.com/ds-data/tokens/solana/2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump.png?key=9ce92e?size=lg)
[💹](https://t.me/RickBurpBot/dsapp?startapp=2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump_solana&mode=compact) Chart: [DEX](https://dexscreener.com/solana/966slyxcxj1hedfdfqsv2linhuauhmnadbcd4kdcj1mp) ⋅ [DEF](https://www.defined.fi/sol/2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump?referralCode=SR2O2&utm_source=rick&utm_medium=bots)

`2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump`
[MAE](https://t.me/MaestroSniperBot?start=2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump-rickburpbot)⋅[BAN](https://t.me/BananaGun_bot?start=snp_rickburpbot_2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[BNK](https://t.me/mcqueen_bonkbot?start=ref_rickbot_ca_2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[SHU](https://t.me/ShurikenTradeBot?start=qt-RickSanchez-2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[PEP](https://t.me/pepeboost_sol_bot?start=ref_0xRick_ca_2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[MVX](https://mevx.io/solana/2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump?ref=RickBot)⋅[DEX](https://dexscreener.com/solana/966slyxcxj1hedfdfqsv2linhuauhmnadbcd4kdcj1mp)
[TRO](https://t.me/paris_trojanbot?start=d-RickBot-2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[STB](https://t.me/SolTradingBot?start=2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump-yqC7cGy1T)⋅[PHO](https://photon-sol.tinyastro.io/en/r/@RickBurpBot/966sLyXCxj1HedfdFQsv2LiNHUaUhMNadBcD4kDcJ1MP)⋅[BLX](https://bullx.io/terminal?chainId=1399811149&address=2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump&r=M7B0AY33YBS)⋅[GMG](https://gmgn.ai/sol/token/LbosYDck_2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[EXP](https://solscan.io/account/2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[TW](https://twitter.com/search?q=2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)
[PRO](https://t.me/MaestroProBot?start=2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump-rickburpbot)⋅[BLO](https://t.me/BloomSolanaEU2_bot?start=ref_RickBot_ca_2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[APE](https://ape.pro/solana/2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump?ref=RPXHyi9dQHMl)⋅[NEO](https://neo.bullx.io/terminal?chainId=1399811149&address=2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump&r=9NLRTPEP0RV)⋅[PDR](https://trade.padre.gg/trade/solana/2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump?rk=rick)⋅[NOV](https://t.me/TradeonNovaBot?start=r-rick-2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)⋅[CAL](https://t.me/CallAnalyserBot?start=2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump)
💥 **NEW:** Fastest sniper & trading - [MevX](https://mevx.io/@RickBot)",https://cdn.discordapp.com/avatars/843025672665694208/09501fe3b7b6076cf6bacbddfde7a12d.png?size=1024,https://images-ext-1.discordapp.net/external/nG-W-5CnxoDh5urxEAs-wIC4ntr9umiqtSKyTe_pCj0/%3Fsize%3D1024/https/cdn.discordapp.com/avatars/843025672665694208/09501fe3b7b6076cf6bacbddfde7a12d.png,pwrth 🏆 bootysniper7 @ 4.3M 📈 2x ⋅ 10h 👀 1.2K,,,,,,,,,,,,,,rich,https://dexscreener.com/solana/966slyxcxj1hedfdfqsv2linhuauhmnadbcd4kdcj1mp,0,,,false,,09501fe3b7b6076cf6bacbddfde7a12d,,,,,,,,,,,0,neverstopclicking,843025672665694208,,,,,,0,pwrth,,1013855610871226480,991099143705600000,1332214944476696576,0,,false,0,,,,,,,,2025-01-24T05:06:35.255000+00:00,false,19,Rick,
1332214944476696576,,,,,,,,,,,,,,,,09501fe3b7b6076cf6bacbddfde7a12d,,,,,,,,,,,0,neverstopclicking,843025672665694208,,,,,,0,pwrth,,1013855610871226480,,How is this one looking chat? Still in? 2eXamy7t3kvKhfV6aJ6Uwe3eh8cuREFcTKs1mFKZpump,2025-01-24T05:06:34.120Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:06:34.120000+00:00,false,0,pwrth,
1332214933370310737,,,,,,,,,,,,,,,,fe3156ef558994891468f4f5d160a2b8,,,,,true,,,,,,7141,,1310338209229832254,,,,,,0,Wuup,,1013855610871226480,,,2025-01-24T05:06:31.472Z,,,https://pbs.twimg.com/profile_images/1861517914827902976/-G6E8TWa.jpg,Hank 💎 (@Hankusun),https://images-ext-1.discordapp.net/external/Y_nZRS6HFrWq3h6x9QmVQArhYFUbuIYTYLhxXPPE6Q8/https/pbs.twimg.com/profile_images/1861517914827902976/-G6E8TWa.jpg,https://x.com/Hankusun,8130774,1,Well lol [x.com/i/spaces/1mrxm…](https://x.com/i/spaces/1mrxmMPojkvxy),,,▶️  Built By @WuupX on 𝕏   —   Tweet Tracker,,,,,,,,,,,,,@Hankusun Tweeted:,rich,https://x.com/Hankusun/status/1882656200170610706,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:06:31.472000+00:00,false,0,Wuup,
1332214812792586291,,,,,,,,,,,,,,,,4fecc6ff448c5e85068f8120e6002f91,,,,,,,,,,,0,chefboyardli,398644150339371016,,,,,,0,chefboyardli,,1013855610871226480,,niether,2025-01-24T05:06:02.724Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:06:02.724000+00:00,false,0,chefboyardli,
1332214781641490524,,,,,,,,,,,,,,,,3df8ba184694bb4040c19a69cd7e5c2d,,,,,,,,,,,0,Sid,334178231823630338,,,,,,0,cryptosid,,1013855610871226480,,ALON or Safemoon ?,2025-01-24T05:05:55.297Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:55.297000+00:00,false,0,cryptosid,
1332214781330984990,,,,,,,,,,,,,,,,a_1430915a3b776b35e867918f408f3294,,a_643e26a948548adb435b1078f273c426,,1301993378484850771,,,86735389348f3eacfa519eb553df38fd,true,1247268142879604810,^_^,0,Cyrus,469684674873131009,,86735389348f3eacfa519eb553df38fd,true,1247268142879604810,^_^,128,cy.rus,,1013855610871226480,,10 sol and I got you,2025-01-24T05:05:55.223Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,27865c47edca40addc4073b7640a90e8,,,,,,,,,,,0,Hurako,680152922386071576,,,,,,0,hurakinoloss,,1013855610871226480,991099143705600000,1332214662179196928,0,,false,0,,,,,,,,2025-01-24T05:05:55.223000+00:00,false,19,cy.rus,
1332214759021608981,,,,,,,,,,,,,,,,28c562028044f2b84f15ba43c183d592,,,,,,,,,,,0,TOPBLAST MCGEE,1050906969256493206,,,,,,0,dualityofman._,,1013855610871226480,,she can get this weiner,2025-01-24T05:05:49.904Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:49.904000+00:00,false,0,dualityofman._,
1332214732123279391,,,,,,,,,,,,,,,,fc7cd4924c8266e68cacf29450103637,,,,,,,,,,,0,cun t,974642614236217344,,,,,,0,artificial_al,,1013855610871226480,,"DOESNT MATTER IF SHES FUGLY, TITS ARE TITS",2025-01-24T05:05:43.491Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:43.491000+00:00,false,0,artificial_al,
1332214688561233952,,,,,,,,,,,,,,,,be77fc179bd2b3226db142ac61ae4ffd,,a_1b4de195cb3d8a181aaacc6caf719749,1739260800,1313309630851448833,,,,,,,0,villainarc36,396540381195534349,,,,,,0,villainarc36,,1013855610871226480,,aussie gives her +2 points,2025-01-24T05:05:33.105Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:33.105000+00:00,false,0,villainarc36,
1332214672254042233,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,i wouldnt clap,2025-01-24T05:05:29.217Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:29.217000+00:00,false,0,alqosh,
1332214668978290768,,,,,,,,,,,,,,,,6bf867ce0925a6d3d740f02c3b72bd69,,,,,,,,,,,0,twisty,1196383647402557450,,,,,,0,kryptoknight_54687,,1013855610871226480,,I like my bitches thick,2025-01-24T05:05:28.436Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:28.436000+00:00,false,0,kryptoknight_54687,
1332214662179196928,,,,,,,,,,,,,,,,27865c47edca40addc4073b7640a90e8,,,,,,,,,,,0,Hurako,680152922386071576,,,,,,0,hurakinoloss,,1013855610871226480,,show,2025-01-24T05:05:26.815Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,a_1430915a3b776b35e867918f408f3294,,a_643e26a948548adb435b1078f273c426,,1301993378484850771,,,86735389348f3eacfa519eb553df38fd,true,1247268142879604810,^_^,0,Cyrus,469684674873131009,,86735389348f3eacfa519eb553df38fd,true,1247268142879604810,^_^,128,cy.rus,,1013855610871226480,991099143705600000,1332214625873297510,0,,false,0,,,,,,,,2025-01-24T05:05:26.815000+00:00,false,19,hurakinoloss,
1332214652960247838,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,wdym cap,2025-01-24T05:05:24.617Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:24.617000+00:00,false,0,alqosh,
1332214633343357038,,,,,,,,,,,,,,,,be77fc179bd2b3226db142ac61ae4ffd,,a_1b4de195cb3d8a181aaacc6caf719749,1739260800,1313309630851448833,,,,,,,0,villainarc36,396540381195534349,,,,,,0,villainarc36,,1013855610871226480,,cap,2025-01-24T05:05:19.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,991099143705600000,1332214544176644137,0,,false,0,,,,,,,,2025-01-24T05:05:19.940000+00:00,false,19,villainarc36,
1332214625873297510,,,,,,,,,,,,,,,,a_1430915a3b776b35e867918f408f3294,,a_643e26a948548adb435b1078f273c426,,1301993378484850771,,,86735389348f3eacfa519eb553df38fd,true,1247268142879604810,^_^,0,Cyrus,469684674873131009,,86735389348f3eacfa519eb553df38fd,true,1247268142879604810,^_^,128,cy.rus,,1013855610871226480,,I deadass got a fatter ass,2025-01-24T05:05:18.159Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:18.159000+00:00,false,0,cy.rus,
1332214608349495500,,,,,,,,,,,,,,,,ce5338ac62343a92ecaab089d59a9f91,,,,,,,,,,,0,Lumi,353129087385993216,,,,,,0,lumillust,,1013855610871226480,,hella mid tbh,2025-01-24T05:05:13.981Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:13.981000+00:00,false,0,lumillust,
