id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.title,attachments.0.url,attachments.0.width,attachments.1.content_scan_version,attachments.1.content_type,attachments.1.filename,attachments.1.height,attachments.1.id,attachments.1.placeholder,attachments.1.placeholder_version,attachments.1.proxy_url,attachments.1.size,attachments.1.title,attachments.1.url,attachments.1.width,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.bot,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.discriminator,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.icon_url,embeds.0.author.name,embeds.0.author.proxy_icon_url,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.fields.0.inline,embeds.0.fields.0.name,embeds.0.fields.0.value,embeds.0.fields.1.inline,embeds.0.fields.1.name,embeds.0.fields.1.value,embeds.0.fields.2.inline,embeds.0.fields.2.name,embeds.0.fields.2.value,embeds.0.fields.3.inline,embeds.0.fields.3.name,embeds.0.fields.3.value,embeds.0.footer.icon_url,embeds.0.footer.proxy_icon_url,embeds.0.footer.text,embeds.0.image.flags,embeds.0.image.height,embeds.0.image.placeholder,embeds.0.image.placeholder_version,embeds.0.image.proxy_url,embeds.0.image.url,embeds.0.image.width,embeds.0.provider.name,embeds.0.provider.url,embeds.0.reference_id,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.timestamp,embeds.0.title,embeds.0.type,embeds.0.url,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.placeholder,embeds.0.video.placeholder_version,embeds.0.video.proxy_url,embeds.0.video.url,embeds.0.video.width,flags,interaction,interaction.id,interaction.name,interaction.type,interaction.user.avatar,interaction.user.avatar_decoration_data,interaction.user.clan,interaction.user.discriminator,interaction.user.global_name,interaction.user.id,interaction.user.primary_guild,interaction.user.public_flags,interaction.user.username,mention_channels,mention_everyone,mentions,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.avatar_decoration_data.asset,mentions.0.avatar_decoration_data.expires_at,mentions.0.avatar_decoration_data.sku_id,mentions.0.bot,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.discriminator,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,mentions.1.avatar,mentions.1.avatar_decoration_data,mentions.1.avatar_decoration_data.asset,mentions.1.avatar_decoration_data.expires_at,mentions.1.avatar_decoration_data.sku_id,mentions.1.clan,mentions.1.clan.badge,mentions.1.clan.identity_enabled,mentions.1.clan.identity_guild_id,mentions.1.clan.tag,mentions.1.discriminator,mentions.1.global_name,mentions.1.id,mentions.1.primary_guild,mentions.1.primary_guild.badge,mentions.1.primary_guild.identity_enabled,mentions.1.primary_guild.identity_guild_id,mentions.1.primary_guild.tag,mentions.1.public_flags,mentions.1.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,referenced_message,resolved,role_subscription_data,sticker_items,sticker_items.0.format_type,sticker_items.0.id,sticker_items.0.name,stickers,thread,timestamp,tts,type,userName,webhook_id
1332268142973685761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689059f8f7f1b672c1ed7782d55afec4,,,,,,,,,,,0,Almighty,828577950400118795,,,,,,0,almightycrypto,,1013855610871226480,,Pasternak the runner. Kinda retracing now.,2025-01-24T08:37:57.630Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,0b4e2c42589883aeefa7a8d507d20d9b,,a_3d1e6078b2e4c8865e0ad0f429d651b1,,1271174324375519273,,,,,,,0,Josh,261230797007224833,,,,,,0,idkjosh,,,,,,,,,,,,,,,,,,,,,,1013855610871226480,991099143705600000,1332267655050170370,0,,false,0,,,,,,,,,,,2025-01-24T08:37:57.630000+00:00,false,19,almightycrypto,
1332267971229515786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01ce2fafda76338ad29a722f04243720,,,,,,,,,,,0,WenLambo,1289722628680188019,,,,,,0,wenlambo05,,1013855610871226480,,Safe moon to couple hundred millions,2025-01-24T08:37:16.683Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T08:37:16.683000+00:00,false,0,wenlambo05,
1332267971229515786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01ce2fafda76338ad29a722f04243720,,,,,,,,,,,0,WenLambo,1289722628680188019,,,,,,0,wenlambo05,,1013855610871226480,,Safe moon to couple hundred millions,2025-01-24T08:37:16.683Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T08:37:16.683000+00:00,false,0,wenlambo05,
1332267969937408040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d942a43526bbd9ec4b2fd37a1c891f17,,,,,,,,,,,0,SUS,458157981704650752,,,,,,256,yqzh,,1013855610871226480,,<:smirk:1277693573654909029>,2025-01-24T08:37:16.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T08:37:16.375000+00:00,false,0,yqzh,
1332267969937408040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d942a43526bbd9ec4b2fd37a1c891f17,,,,,,,,,,,0,SUS,458157981704650752,,,,,,256,yqzh,,1013855610871226480,,<:smirk:1277693573654909029>,2025-01-24T08:37:16.375Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T08:37:16.375000+00:00,false,0,yqzh,
1332267913301983292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d942a43526bbd9ec4b2fd37a1c891f17,,,,,,,,,,,0,SUS,458157981704650752,,,,,,256,yqzh,,1013855610871226480,,Fat boy 4 for 4 on crime tickers,2025-01-24T08:37:02.872Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T08:37:02.872000+00:00,false,0,yqzh,
1332267913301983292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d942a43526bbd9ec4b2fd37a1c891f17,,,,,,,,,,,0,SUS,458157981704650752,,,,,,256,yqzh,,1013855610871226480,,Fat boy 4 for 4 on crime tickers,2025-01-24T08:37:02.872Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T08:37:02.872000+00:00,false,0,yqzh,
1332267655050170370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b4e2c42589883aeefa7a8d507d20d9b,,a_3d1e6078b2e4c8865e0ad0f429d651b1,,1271174324375519273,,,,,,,0,Josh,261230797007224833,,,,,,0,idkjosh,,1013855610871226480,,Did I miss another 100mln runner <:sideeye:1274595624838234194>,2025-01-24T08:36:01.300Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T08:36:01.300000+00:00,false,0,idkjosh,
1332267655050170370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b4e2c42589883aeefa7a8d507d20d9b,,a_3d1e6078b2e4c8865e0ad0f429d651b1,,1271174324375519273,,,,,,,0,Josh,261230797007224833,,,,,,0,idkjosh,,1013855610871226480,,Did I miss another 100mln runner <:sideeye:1274595624838234194>,2025-01-24T08:36:01.300Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T08:36:01.300000+00:00,false,0,idkjosh,
1332267566172733503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae8742b2ba4853f5b50640e312b8fcc0,,,,,,,,,,,0,TZ,1217214779815366748,,,,,,0,teetothezee,,1013855610871226480,,Canada isn't :)),2025-01-24T08:35:40.110Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,689059f8f7f1b672c1ed7782d55afec4,,,,,,,,,,,0,Almighty,828577950400118795,,,,,,0,almightycrypto,,,,,,,,,,,,,,,,,,,,,,1013855610871226480,991099143705600000,1332267464784084993,0,,false,0,,,,,,,,,,,2025-01-24T08:35:40.110000+00:00,false,19,teetothezee,
